Feature,Importance
orbit,0.04160670452327067
format,0.035054735633217385
atheist,0.03051796543984372
shuttle,0.025961241112349303
christian,0.02399629471740045
hi,0.023444492907108577
graphics,0.022444999170369503
3d,0.017800955432869456
color,0.01719372754226311
launch,0.01640443311037985
moon,0.015499319439516226
ftp,0.01325055608035416
bible,0.011930303003566083
islamic,0.01160156402910299
child,0.011265911898861584
spacecraft,0.01032523733847824
moral,0.009865964208104575
pc,0.009017963721194556
sky,0.008938265904522485
deletion,0.00860095347302167
code,0.008467953175399631
window,0.00807252598564141
kent,0.007921894968757759
atheism,0.007590034725409537
safety,0.0072744365867671405
flight,0.006362848045890079
fund,0.006145655533335108
stuff,0.005916602762067689
directory,0.005907872073252332
screen,0.0058355153914609725
vice,0.005662350542619258
kill,0.005602167680948255
remember,0.005570016552712493
statement,0.005382975439018157
rocket,0.005353071169510073
fbi,0.005294345465045908
advance,0.005226065294144674
sci,0.005171607667061962
self,0.005086931477155453
product,0.0050688716710815505
24,0.004838060126189052
bobby,0.004734786617390505
objective,0.004697541186831413
solar,0.004675830572031658
punishment,0.004631856473534074
discuss,0.0045019249328041395
tom,0.004448940428481389
gif,0.004308704550000991
art,0.004267119363641869
air,0.004010860104299121
algorithm,0.003918482074476745
shall,0.003863529000049324
spend,0.003781551317003607
comp,0.003775312624458973
display,0.003715975687335758
text,0.003684648216217708
satellite,0.0036240337180128055
teach,0.003617619416456194
project,0.003580348651663935
sorry,0.003565453479428271
pov,0.0033325456110356827
video,0.0032809353913958086
translation,0.003198785740143167
christians,0.003169474270578911
religious,0.003150994116721885
admit,0.003118353717827655
jpl,0.00309533380002381
mention,0.0030551188155510545
crash,0.003049828715873245
mission,0.0030178420570841804
robert,0.002931983863057061
galaxy,0.00292672757744713
church,0.0027897204800742346
gospel,0.0027722970690051297
motto,0.0027442157950749693
library,0.0027295009467524257
poster,0.0026950866120429937
clear,0.002676562052567151
sound,0.0026626246419417304
truth,0.0025793963555633633
merely,0.0025733208095338137
astro,0.00253620046760878
cost,0.002529244688410914
care,0.002515708753633617
near,0.0024936806162388987
quick,0.002392736492447825
30,0.0023798556106003842
1993,0.00233260245423519
depend,0.0023233400328169515
maddi,0.0023149064382950507
datum,0.0023122461730559307
folk,0.0022693188090131566
death,0.002228792051434626
sgi,0.002192456343141428
conflict,0.002186003521656564
user,0.0021708086035468668
law,0.0021607277101135147
iron,0.002143122881424441
486,0.0021366763927992863
68070,0.002103342907732267
discover,0.0020808390784005366
fail,0.002078304654416326
liar,0.002072200441361439
vesa,0.0020707834199964344
satan,0.002051978234811543
semi,0.0020454066652234367
define,0.002043909369805531
keith,0.002018612735058546
complex,0.0020098156275791647
operate,0.001987943582485183
relative,0.0019865100554741946
build,0.0019782672751610234
13,0.0019473568489866313
feel,0.0019214205143805345
material,0.001903894973921413
experience,0.0018977365445985162
currently,0.0018874049991507219
plane,0.00187129403258708
maybe,0.0018684325667913191
unfortunately,0.0018577920043642516
satanic,0.0018459801892003482
smiley,0.001839523335938777
cut,0.0018344297826068713
email,0.0018201334273025879
replace,0.0018096236264742729
wealth,0.001805236085163075
appear,0.001804021159680069
difference,0.0018015454076324596
fix,0.0017751491379236091
jesus,0.0017619791524102317
tbut,0.0017580068226077114
goal,0.001750870293794176
bitmap,0.0017493287868265161
remove,0.0017441723142669696
measure,0.0017387114723094932
away,0.0017332869955592777
sphere,0.001725399996677792
koresh,0.0017248848544647389
hardware,0.0017240677213127787
explain,0.0017164449696601524
loop,0.0017060708832899122
polygon,0.0016993499045197672
brian,0.0016900879113673766
disagree,0.0016877092691217478
important,0.0016797730662064208
night,0.001658548304269788
jews,0.0016540786407195603
guess,0.0016466067564790351
country,0.0016289692875397109
commandment,0.0016194855427796987
publisher,0.0016063776122109258
wasn,0.0016030190245404441
sunrise,0.0015971599030344143
food,0.001582613820128818
deep,0.0015792850050023463
directly,0.0015774859173067646
belief,0.001565339476697389
attempt,0.0015544197093473977
hold,0.0015483886951921284
joseph,0.0015224789910259127
trip,0.0015115198399277196
homosexual,0.0014837004563707675
original,0.0014799912052298422
military,0.0014704531308674578
concept,0.0014679644371078861
june,0.0014573984937351014
jim,0.0014563661742620039
majority,0.0014489262269245776
usually,0.001446607944961498
radio,0.001446607944961498
faith,0.0014307111543575256
early,0.0014294235387839803
double,0.0014270717475035886
head,0.0014136476694724066
history,0.001409766058629318
siggraph,0.0014062385833064415
mining,0.0014062280249700508
3do,0.0013940065856101256
assumption,0.0013909691778475947
area,0.001376929548187398
xv,0.0013741395083805294
phone,0.001364580359468956
copyright,0.0013546941379789477
gun,0.0013545177210572865
site,0.001353494840837625
reference,0.0013527449896864553
paradise,0.0013363362751370378
lose,0.001335658623159544
deal,0.0013219557627484656
observe,0.001318518458135181
ibm,0.001317021526092217
draw,0.0012987718051763757
impossible,0.0012956545424857384
technical,0.0012808987986831506
creation,0.001278464317874627
eternal,0.0012757213956782227
ok,0.001268100233804391
theist,0.0012562447331488133
anybody,0.0012498480525313473
quran,0.0012372107220405036
term,0.0012186060495286205
observer,0.0012004178995356186
accurate,0.0011826339306536175
doug,0.0011597880023829304
turn,0.0011588381349272002
meaning,0.0011380656909662135
command,0.0011225275695762238
mr,0.0011127753422780758
sts,0.0011045671284629554
pull,0.001103099034953916
thousand,0.0011020755793715576
tyre,0.0010973201291908817
test,0.0010964109990092815
confused,0.0010936729769571126
flag,0.0010900656414152582
planet,0.0010870343169001257
son,0.0010862806912714544
fight,0.0010849559587211227
distribution,0.0010849559587211227
ray,0.0010842426411940215
info,0.0010730333657681442
initial,0.0010730333657681442
angle,0.0010715614407122206
au,0.0010699156662402323
interpret,0.0010682643285869523
muslims,0.001067256564007568
intent,0.00106640970301649
solid,0.0010597860402648343
crt,0.0010568909293932696
miss,0.0010531982339552237
configuration,0.0010473179692028949
dogma,0.0010464630157586464
spirit,0.001043226883385696
fiction,0.001043226883385696
apply,0.001043226883385696
buy,0.0010429844697959444
plenty,0.0010385903194595374
origin,0.0010384117920073607
clock,0.001037402628207517
tea,0.001035899250982801
grace,0.0010332913892582133
israel,0.0010332913892582133
craig,0.0010332913892582133
unlimited,0.0010332913892582133
theological,0.0010332913892582133
spin,0.0010271772390259156
automatically,0.0010271772390259156
americans,0.0010271772390259156
colour,0.001022660921896777
realize,0.0010200440637549027
ap,0.0010200440637549027
suppose,0.0010116139475255235
soon,0.001009674751459971
language,0.0010088696599082855
dress,0.0010066140165205122
feedback,0.0010014978080502683
equipment,0.0010014978080502683
efficient,0.0010014978080502683
fellow,0.0010014978080502683
month,0.001001169749281912
tool,0.0009990310646806856
sandvik,0.0009990310646806856
foot,0.0009945401353709435
surrender,0.0009896782382885461
century,0.000989133637580512
pm,0.0009891336375805117
leg,0.00098873285798648
ezekiel,0.0009860901494648786
recently,0.0009810969267751693
matter,0.0009797216170643328
xerox,0.0009765262794928131
electro,0.0009750163384620688
open,0.0009736784244933163
neglect,0.0009736784244933163
ship,0.0009714152706369969
property,0.0009697042268423225
digitize,0.0009645443619530489
tand,0.0009606778628964412
picture,0.0009599215864706476
geometric,0.0009538074362383508
opinion,0.0009500888887286498
clue,0.0009466533685475979
fair,0.0009357429014611087
beauchaine,0.0009324289937019752
effect,0.0009309493059581283
haven,0.0009295443783838917
hello,0.0009280521672174461
insist,0.0009273127852317297
bay,0.0009273127852317297
delete,0.0009273127852317297
reply,0.0009273127852317297
condemn,0.0009273127852317297
potential,0.0009273127852317297
logic,0.0009273127852317297
car,0.0009273127852317297
insane,0.0009273127852317297
tired,0.000924459515123324
josh,0.0009195102472515139
school,0.0009087665295270949
evidence,0.0009063743865765128
sense,0.0009016988722400216
false,0.0008955192040237847
station,0.0008955192040237847
existence,0.0008935180122988138
600,0.0008902202738224604
ah,0.0008902202738224604
natural,0.0008902202738224604
discussion,0.0008902202738224604
waste,0.0008849230792680952
praise,0.000880933251562221
uk,0.0008804376334507859
fraction,0.0008722722844308774
leave,0.0008714728693364945
rosicrucian,0.0008686125067851244
animal,0.0008686111331064818
criminal,0.0008683019716260743
aim,0.0008631142077926098
crime,0.0008631142077926098
beer,0.0008565484441908656
million,0.0008527460895794365
hard,0.000844733982891718
traffic,0.0008373117712159909
risk,0.0008345815067085567
interface,0.0008345815067085567
probe,0.0008345815067085567
won,0.0008345815067085567
complete,0.0008345815067085567
heaven,0.0008345815067085567
usenet,0.0008345815067085567
evolution,0.0008345815067085567
package,0.0008345815067085567
21,0.0008331622844959151
section,0.0008222927259923722
canadian,0.0008194072974956737
accept,0.0008194072974956737
moment,0.0008194072974956737
receive,0.0008177552666539492
naturally,0.0008076741886414233
copy,0.0008036710805341659
magic,0.0008018528201709664
prove,0.0007973930227162387
government,0.0007835853513272188
pay,0.0007835793035208112
list,0.0007789427395946532
busy,0.0007789427395946532
rise,0.0007701332422915632
eh,0.0007681943414021943
justify,0.0007630459489906795
tthe,0.0007573054412725791
form,0.0007570245913589219
week,0.0007546689637459178
oh,0.000752534039739331
proof,0.0007421950965766007
terrain,0.0007418502281853837
precious,0.0007418502281853837
associate,0.0007418502281853837
26,0.0007418502281853837
model,0.0007418502281853837
feeling,0.0007418502281853837
north,0.0007418502281853837
certainly,0.0007418502281853837
especially,0.0007408188754291133
story,0.000739812178107952
wouldn,0.0007355033871962152
knowledge,0.0007341009929949325
willing,0.0007230064389667707
tradition,0.0007127580623741917
reader,0.0007033745766930662
comment,0.0006816917853115275
sciences,0.0006623662751655213
middle,0.0006377308979137508
free,0.0005563876711390379
definition,0.0005563876711390379
dimension,0.0005563876711390379
sum,0.0005563876711390379
tune,0.0005563876711390379
society,0.0005563876711390379
painter,0.0
pict,0.0
painting,0.0
perihelion,0.0
pictpixie,0.0
performance,0.0
pds,0.0
perfectly,0.0
peace,0.0
pictures,0.0
paint,0.0
painless,0.0
peaceful,0.0
perform,0.0
pcx,0.0
phrase,0.0
physic,0.0
physical,0.0
peripheral,0.0
periodically,0.0
palette,0.0
physically,0.0
physicist,0.0
pal,0.0
painful,0.0
periodic,0.0
physik,0.0
pair,0.0
physiological,0.0
pd,0.0
pi,0.0
period,0.0
pdbourke,0.0
pic,0.0
pick,0.0
physics,0.0
ozone,0.0
oz,0.0
oxygen,0.0
oxford,0.0
owner,0.0
owe,0.0
penalty,0.0
pitt,0.0
perceive,0.0
pity,0.0
perception,0.0
overwhelming,0.0
pixel,0.0
overview,0.0
overlook,0.0
pizza,0.0
percent,0.0
overlay,0.0
overhead,0.0
percentage,0.0
overcome,0.0
plain,0.0
pixar,0.0
perfect,0.0
pain,0.0
page,0.0
piece,0.0
pallet,0.0
pad,0.0
pierce,0.0
peak,0.0
pack,0.0
piggyback,0.0
p3d,0.0
pacifism,0.0
pacific,0.0
pilot,0.0
pace,0.0
pink,0.0
pioneer,0.0
pipe,0.0
pa,0.0
piss,0.0
pit,0.0
pegasus,0.0
pacifist,0.0
password,0.0
patriot,0.0
passenger,0.0
pgm,0.0
passage,0.0
pass,0.0
ph,0.0
persecution,0.0
pharisees,0.0
phase,0.0
panel,0.0
phenomenon,0.0
pasadena,0.0
party,0.0
phig,0.0
phigs,0.0
partner,0.0
pattern,0.0
perry,0.0
phil,0.0
philadelphia,0.0
philip,0.0
pascal,0.0
patient,0.0
personality,0.0
patrick,0.0
patience,0.0
personally,0.0
personnel,0.0
path,0.0
personal,0.0
patently,0.0
perspective,0.0
persians,0.0
pexlib,0.0
persian,0.0
persia,0.0
pete,0.0
peter,0.0
patent,0.0
patch,0.0
petri,0.0
pat,0.0
pex,0.0
paste,0.0
past,0.0
pertain,0.0
pbm,0.0
phong,0.0
photo,0.0
paraphrase,0.0
parametric,0.0
parameter,0.0
pbmplus,0.0
pci,0.0
photograph,0.0
paramax,0.0
parallel,0.0
philosopher,0.0
permanent,0.0
parallax,0.0
paragraph,0.0
paradox,0.0
parachute,0.0
parable,0.0
paper,0.0
panic,0.0
pan,0.0
photon,0.0
photoshop,0.0
photographic,0.0
partly,0.0
particularly,0.0
paul,0.0
perpetual,0.0
particular,0.0
perpendicular,0.0
philosophical,0.0
particle,0.0
pause,0.0
philosophy,0.0
participate,0.0
parent,0.0
permit,0.0
participant,0.0
payload,0.0
permission,0.0
partially,0.0
partial,0.0
permanently,0.0
parody,0.0
park,0.0
parity,0.0
payment,0.0
phoenix,0.0
punishable,0.0
punish,0.0
pump,0.0
publishing,0.0
publishers,0.0
publish,0.0
publicity,0.0
publication,0.0
pound,0.0
pub,0.0
pt,0.0
psychology,0.0
psychological,0.0
psychic,0.0
psl,0.0
psc,0.0
psalms,0.0
psalm,0.0
public,0.0
quantization,0.0
quantity,0.0
quantitative,0.0
quality,0.0
qualify,0.0
qualified,0.0
quadra,0.0
qt,0.0
qrt,0.0
purchase,0.0
pv3d,0.0
puzzle,0.0
push,0.0
pursue,0.0
purpose,0.0
purport,0.0
purely,0.0
pure,0.0
purdue,0.0
qm,0.0
prophesy,0.0
prophecy,0.0
properly,0.0
proper,0.0
propellant,0.0
propagation,0.0
propaganda,0.0
prompt,0.0
promote,0.0
ps,0.0
promise,0.0
prominent,0.0
prometheus,0.0
projection,0.0
projectile,0.0
prohibit,0.0
progress,0.0
programs,0.0
programming,0.0
promising,0.0
provoke,0.0
provision,0.0
proud,0.0
prototype,0.0
proton,0.0
protocol,0.0
protestants,0.0
protestant,0.0
protest,0.0
prophet,0.0
protect,0.0
propulsion,0.0
proprietary,0.0
proposition,0.0
propose,0.0
proposal,0.0
prophets,0.0
prophetic,0.0
prophethood,0.0
protection,0.0
raytrace,0.0
rayshade,0.0
ray4,0.0
raw,0.0
raveling,0.0
rationality,0.0
rational,0.0
ratio,0.0
quantize,0.0
rate,0.0
rat,0.0
raster,0.0
rarely,0.0
rare,0.0
rapture,0.0
rapidly,0.0
rapid,0.0
rape,0.0
rating,0.0
reboost,0.0
reasonably,0.0
reasonable,0.0
reality,0.0
realistic,0.0
ready,0.0
readme,0.0
reading,0.0
readily,0.0
raytracer,0.0
reactor,0.0
reaction,0.0
reach,0.0
rd,0.0
rcs,0.0
rb,0.0
razor,0.0
raz,0.0
raytracing,0.0
readable,0.0
race,0.0
ra,0.0
qur,0.0
