Feature,Importance
graphic,0.0718106939737939
file,0.045917589881184155
orbit,0.037257137229613005
atheist,0.03136357431526882
nasa,0.027465915201281478
jesus,0.025939396386251277
image,0.019704245706169715
launch,0.017840234202903836
religion,0.014697136291657536
card,0.012240391676485673
moon,0.011463273272135841
help,0.011093482788655948
shuttle,0.010228882019514616
koresh,0.009977155515981034
claim,0.00976334366197043
software,0.009711616140176235
moral,0.009315966316130558
islamic,0.008791152946612622
window,0.00824824071668199
algorithm,0.00787864954494154
christian,0.007080265939479381
kent,0.006961312013479717
spacecraft,0.006631831178927547
bible,0.006106004917927329
deletion,0.00610394108707393
alt,0.005764112393453355
hear,0.005386560923034009
money,0.005372938356646091
bobby,0.005165101289753939
advance,0.00515158534780181
remember,0.005114032070620376
punishment,0.005050321261092695
hand,0.004859320515072292
earth,0.0048502405935286754
satellite,0.004809785894225543
evidence,0.004704293883709399
color,0.004671298635958411
plane,0.004506118175188184
flight,0.0043220809123511875
objective,0.004316751008189473
argument,0.0042750094085689415
note,0.004211838946672309
child,0.004165624132610087
reference,0.004077211460733347
fund,0.004044345805736317
number,0.003993033780091824
rocket,0.0039322424038715055
probably,0.0038947669637815017
sig,0.0038341088671276003
accept,0.003806504681169532
sci,0.003805341057573739
code,0.003757342674720827
stuff,0.0037168438348657035
past,0.003637296719754061
step,0.0035758835586742546
near,0.0035523831042108883
stay,0.0033854698730270217
life,0.003338343751438896
solar,0.0032634281676072784
care,0.003260157792870383
statement,0.0032383959746813485
display,0.0031990344615645126
engineering,0.003188082678772211
creation,0.0031674763381116643
site,0.0031479902717191878
wish,0.003145629970766358
wrong,0.0030651277577704653
example,0.003019634024334396
project,0.0029135721692519754
story,0.0029000255345279363
agree,0.0028869027370827167
possible,0.002882861234190405
reason,0.0028751675974605746
week,0.002792048550725441
delete,0.0027806556655007066
abortion,0.002770958559837301
motto,0.0027637554777559543
book,0.0027302230470473104
satan,0.002709488189272672
live,0.0027004106833675716
attempt,0.002689215983213667
poster,0.00265680369670357
definition,0.002605641039545504
liar,0.0025969913980698413
cobb,0.0025559421641318807
understand,0.002519445258642836
write,0.0024584649223673965
false,0.0024399765515226383
actually,0.0024302962845218416
cheer,0.002415785407865099
confused,0.0023976035868073647
appear,0.002377306104817651
mile,0.002363975951573177
material,0.002320829397710205
america,0.002309940767262334
2178,0.0023045061212766727
clear,0.002300475825699526
send,0.002299267804869943
rest,0.0022911367092551182
sure,0.0022756475496448513
polygon,0.0022565746807402336
article,0.002253592845503448
human,0.0022307319475471706
sense,0.0022230683372436973
port,0.002221750997395521
mind,0.0022051400609608526
mail,0.0021577566583591183
fact,0.0021443277378426747
line,0.002122291077474118
cruel,0.002114596214479712
shall,0.002108801971667443
translation,0.0021081368684875467
jews,0.002104262293118738
free,0.0020756813477729235
place,0.0020728576794789757
eternal,0.00207048601233033
kid,0.0020666599917694424
early,0.0020654144179907707
drink,0.0020651504287427284
high,0.002037785681334358
day,0.0020314839352495043
company,0.002007787128370949
james,0.0020031936404475087
subset,0.001981577309443049
issue,0.0019756188094680344
office,0.0019699238159995172
shape,0.001954744355070589
happen,0.0019357176441376976
bake,0.0019033276818328246
particularly,0.0018990115882162562
rosicrucian,0.0018690709256403862
case,0.0018640927545795101
amorc,0.0018629182341845963
event,0.0018515044378057271
sphere,0.0018509376566456892
kill,0.0018439651321264204
occur,0.0018398666924272595
power,0.0018215009111462017
soon,0.0018200886957015995
