Feature,Importance
orbit,0.0416399984547778
format,0.03583915108917639
atheist,0.030414215940569166
shuttle,0.026215323053636157
graphics,0.024461410762592766
jesus,0.023315277120021967
hi,0.022365610635378615
3d,0.018036336896633875
moon,0.01695054182196196
color,0.016227510716685302
launch,0.0158285404287135
ftp,0.013375617750586887
child,0.01126318268090844
islam,0.010928100030316135
spacecraft,0.010670496979630238
kent,0.010062852756802007
moral,0.009729453093592268
video,0.00910543507645703
24,0.008650973481564146
safety,0.008532615030099057
bible,0.00795211167447089
dos,0.007409198834716716
sky,0.007221337734917607
algorithm,0.0069683348519320315
display,0.006615890939485055
hardware,0.006600873651238743
religious,0.006578444335832202
flight,0.0065187446235192925
kill,0.0063506203087535145
story,0.006255268676720882
statement,0.006208513998421081
objective,0.005913471203729533
vice,0.005842999336849494
deletion,0.005789168264953273
koresh,0.005549132340017249
fund,0.005442348489985064
bobby,0.005372558977721077
low,0.0052021413662803875
lord,0.004983853092834997
product,0.004970160918552916
early,0.0049512589480785515
mission,0.004917983641283194
admit,0.004757728155903026
remember,0.004661570767692171
directory,0.004611935260777265
hello,0.00459487727796645
advance,0.004573481578067429
animation,0.004525891692479053
pc,0.004424078633886485
cloud,0.004258523398453345
delete,0.004206576081677435
tom,0.004070380139160478
sci,0.004027004421827713
cult,0.0038349680686376115
spend,0.0038199091995879926
punishment,0.00377661418234805
adobe,0.0037152651524616927
rocket,0.0036443446678697832
currently,0.0035163201272536185
death,0.003461684126742225
satan,0.0033940102098262113
text,0.003365759690609787
evidence,0.003320617863047465
christians,0.0032934953063933725
christ,0.003277310814833305
translation,0.0032319738225290652
fix,0.003222970599005108
info,0.003201708054922686
cut,0.0031964276451954886
satellite,0.0031577759902280123
jpl,0.0031308127503044897
sound,0.0031293105260014388
energy,0.003099635120442463
ignore,0.0030934828677398993
imply,0.0030889668880160702
important,0.0030614633503027685
beg,0.003060974692513321
motto,0.0030562779531467924
sorry,0.0030367495947582336
result,0.0030325466460614232
islamic,0.002997924197478085
abortion,0.002991481179969814
logic,0.002990988923708059
atheism,0.002977904040186742
respect,0.0029072493703345952
plane,0.0028393859324301204
school,0.0027963401302326133
pov,0.002745015199085761
define,0.002725520125372516
argue,0.0027229373562839667
package,0.0027015010876074463
theist,0.002680140326066285
truth,0.0026700826239580014
screen,0.0026590135213541734
comp,0.0026175204625034135
astro,0.0025634566610814617
care,0.0024306251101471102
alt,0.0024140492781681328
nuclear,0.002398226382176896
ago,0.0023761554601984553
mother,0.0023392613914883604
art,0.002309833933627542
lie,0.0023039725342520264
depend,0.0022914843002039414
poster,0.002289473838708073
library,0.0022775285639264962
